lake,water_2022,water_2026,net_change,pct_change,slope_per_year,direction,gain,gain_unit,loss,loss_unit,worst_by_net_loss
ALL,844.766995613,835.4638051979999,-9.303190415000017,-1.1012729502114622,-2.3257976037500043,decreasing,10.195078389509606,ha,9.303190415000017,ha,True
