lake,water_2022,water_2026,net_change,pct_change,slope_per_year,direction,gain,gain_unit,loss,loss_unit,worst_by_net_loss
ALL,2392.95104195913,2317.6573345934135,-75.29370736571673,-3.1464792235813195,-18.823426841429182,decreasing,17.353748532801614,ha,75.29370736571673,ha,True
