year,water_area_ha,turbidity_index,chlorophyll_index
2022,1.076136300143949,0.25340520711353304,0.14902497854954583
2023,1.0736894254254776,0.253704823954863,0.15234190094299435
2024,1.06940141817707,0.24852225815228324,0.14730540686638147
2025,1.070291098365605,0.24982683274060272,0.14657381032834074
2026,1.0642851021630573,0.300132491416299,0.17082071423332912
