lake,water_2022,water_2026,net_change,pct_change,slope_per_year,direction,gain,gain_unit,loss,loss_unit,worst_by_net_loss
ALL,6.669489279318417,6.34330369770424,-0.326185581614177,-4.890713035938957,-0.08154639540354425,decreasing,0.3847003330963729,ha,0.326185581614177,ha,True
