system:index,gain_ha,gain_m2,.geo
000000000000000001d1,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.95375153156371,19.066251029393158],[72.95375153156371,19.06650070782995],[72.95325214249219,19.066500718526733],[72.95325214249219,19.066251040583616],[72.95375153156371,19.066251029393158]]]}"
000000000000000001d2,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9542509195839,19.066500783199718],[72.9542509195839,19.06675046229485],[72.95375153156371,19.066750474161047],[72.95375153156371,19.06650070782995],[72.9542509195839,19.066500783199718]]]}"
000000000000000001d3,0.0068207475101246555,68.20747510124656,"{""type"":""Polygon"",""coordinates"":[[[72.87325133688606,19.066251022744954],[72.87325133688606,19.06700017006761],[72.8730016486429,19.067000181165607],[72.8730016486429,19.066251034587182],[72.87325133688606,19.066251022744954]]]}"
000000000000000001d4,2.2121144014246324E-4,2.2121144014246323,"{""type"":""Polygon"",""coordinates"":[[[72.8735011150112,19.06749962923256],[72.8735011150112,19.067749316680327],[72.87325133688606,19.067749318873854],[72.87325133688606,19.067499543972406],[72.8735011150112,19.06749962923256]]]}"
000000000000000001d5,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93575015413867,19.067499607320784],[72.93575015413867,19.067749268776275],[72.93550044082382,19.06774928697968],[72.93550044082382,19.067499625771283],[72.93575015413867,19.067499607320784]]]}"
000000000000000001d6,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93550044082382,19.068748108906508],[72.93550044082382,19.06899785866164],[72.93525072724717,19.068997875213295],[72.93525072724718,19.068748125705362],[72.93550044082382,19.068748108906508]]]}"
000000000000000001d7,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93450158494659,19.07050054144854],[72.93450158494659,19.07075029136966],[72.93425187032291,19.07075030452285],[72.93425187032291,19.07050055484893],[72.93450158494659,19.07050054144854]]]}"
000000000000000001d8,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93425187032291,19.07075030452285],[72.93425187032291,19.071249716640292],[72.93374802453842,19.07124967297767],[72.93374802453842,19.070750261857718],[72.93425187032291,19.07075030452285]]]}"
000000000000000001d9,0.017917479215135763,179.17479215135762,"{""type"":""Polygon"",""coordinates"":[[[72.87224807534093,19.073751269929982],[72.87224807534093,19.07400096025378],[72.87174860638254,19.074000956200212],[72.87174860638254,19.073751266372643],[72.87224807534093,19.073751269929982]]]}"
000000000000000001da,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93224972813292,19.07825046625929],[72.93224972813292,19.078500219049616],[72.93200001114963,19.07850022077943],[72.93200001114963,19.078250468236334],[72.93224972813292,19.07825046625929]]]}"
000000000000000001db,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93299887751309,19.079249297492908],[72.93299887751309,19.07850021136324],[72.93349830912497,19.078500204158217],[72.93349830912497,19.078749870623295],[72.93374802453842,19.07874986664367],[72.93374802453842,19.079499043215243],[72.93274916131466,19.07949905367058],[72.93274916131466,19.079249299729703],[72.93299887751309,19.079249297492908]]]}"
000000000000000001dc,0.019244080403645832,192.44080403645833,"{""type"":""Polygon"",""coordinates"":[[[72.87849968795972,19.079249275644123],[72.87849968795972,19.079499063500503],[72.87825000514371,19.0794989832246],[72.87825000514371,19.07924928332262],[72.87849968795972,19.079249275644123]]]}"
000000000000000001dd,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.99124811571463,19.079748736090092],[72.99124811571463,19.07999846043029],[72.99099837084765,19.079998462724525],[72.99099837084765,19.079748738630663],[72.99124811571463,19.079748736090092]]]}"
000000000000000001de,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.98199990093418,19.07974872328126],[72.98199990093418,19.07999843849716],[72.98175023635721,19.07999843390147],[72.98175023635721,19.079748718931963],[72.98199990093418,19.07974872328126]]]}"
000000000000000001df,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.99175201932326,19.079998433041123],[72.99175201932326,19.080751995840707],[72.99149777022102,19.080752011248855],[72.99149777022102,19.079998449205966],[72.99175201932326,19.079998433041123]]]}"
000000000000000001e0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.99225141709638,19.08049786816243],[72.99225141709638,19.080752069043687],[72.99200167329477,19.080752072266254],[72.99200167329477,19.080497871635735],[72.99225141709638,19.08049786816243]]]}"
000000000000000001e1,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.99149777022102,19.080752011248855],[72.99149777022102,19.081001736493334],[72.99124811571463,19.081001746728397],[72.99124811571463,19.080752021730152],[72.99149777022102,19.080752011248855]]]}"
000000000000000001e2,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.98749795061006,19.080752065296362],[72.98749795061008,19.081001698850645],[72.98699854274827,19.081001784807786],[72.98699854274827,19.080752064001516],[72.98749795061006,19.080752065296362]]]}"
000000000000000001e3,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0845013190428,19.05075124824417],[73.0845013190428,19.051000957443353],[73.08425158414128,19.051000871716486],[73.08425158414128,19.050751162762324],[73.0845013190428,19.05075124824417]]]}"
000000000000000001e4,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08925019325642,19.05175000286077],[73.08925019325642,19.05199971737837],[73.08900055356246,19.051999734788303],[73.08900055356246,19.051750020515495],[73.08925019325642,19.05175000286077]]]}"
000000000000000001e5,7.743056114047182E-4,7.743056114047182,"{""type"":""Polygon"",""coordinates"":[[[73.08900055356246,19.052998593531477],[73.08900055356246,19.053498023894036],[73.08875082354001,19.053498030971358],[73.08875082354001,19.052998601098583],[73.08900055356246,19.052998593531477]]]}"
000000000000000001e6,8.111352060355392E-4,8.111352060355392,"{""type"":""Polygon"",""coordinates"":[[[73.0874977565099,19.063499762550187],[73.0874977565099,19.063250042157733],[73.08825136268227,19.06325002993236],[73.08825136268227,19.06300030896548],[73.08800163184705,19.063000393253365],[73.08775199079908,19.06300039780337],[73.08775199079908,19.062750677490712],[73.08800163184705,19.0627506726959],[73.08800163184705,19.0620015120111],[73.08850109324659,19.062001516611463],[73.08850109324659,19.062750678765592],[73.08875082354001,19.062750681177228],[73.08875082354001,19.063749479557412],[73.08900055356246,19.063749482532998],[73.08900055356246,19.06424892708784],[73.08875082354001,19.0642489236225],[73.08875082354001,19.0639992015077],[73.08800163184705,19.063999189353343],[73.08800163184705,19.064248910733486],[73.08775199079908,19.064248914059597],[73.08775199079908,19.063999192924243],[73.0874977565099,19.063999203828697],[73.0872481149156,19.06399920656152],[73.0872481149156,19.063499765772626],[73.0874977565099,19.063499762550187]]]}"
000000000000000001e7,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08825136268227,19.064248915445322],[73.08825136268227,19.064498637234866],[73.08800163184705,19.064498632278134],[73.08800163184705,19.064248910733486],[73.08825136268227,19.064248915445322]]]}"
000000000000000001e8,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08825136268227,19.064748359188886],[73.08825136268227,19.064498637234866],[73.08850109324659,19.06449864177608],[73.08850109324659,19.06424891974166],[73.08875082354001,19.0642489236225],[73.08875082354001,19.064498645901793],[73.08900055356246,19.06449864961201],[73.08925019325642,19.064498644454044],[73.08925019325642,19.064748279611383],[73.08900055356246,19.064748284524665],[73.08900055356246,19.064998007377746],[73.08800163184705,19.064997988085157],[73.08800163184705,19.064748353987277],[73.08825136268227,19.064748359188886]]]}"
000000000000000001e9,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0874977565099,19.064248924714747],[73.08775199079908,19.064248914059597],[73.08775199079908,19.064997990676957],[73.0872481149156,19.06499800233797],[73.0872481149156,19.064748281203325],[73.0874977565099,19.06474827920483],[73.0874977565099,19.064498645765287],[73.0872481149156,19.064498648008506],[73.0872481149156,19.06424892720276],[73.0874977565099,19.064248924714747]]]}"
000000000000000001ea,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08100086299885,19.08399827679419],[73.08100086299885,19.084502121134975],[73.08075121436553,19.084502180732134],[73.08075121436553,19.08399824910771],[73.08100086299885,19.08399827679419]]]}"
000000000000000001eb,0.025362121318742343,253.62121318742342,"{""type"":""Polygon"",""coordinates"":[[[73.03450140935173,19.09074933242002],[73.03450140935173,19.090999018805395],[73.03400192155469,19.090999049196693],[73.03400192155469,19.090749363302535],[73.03450140935173,19.09074933242002]]]}"
000000000000000001ec,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.03175011458168,19.10500058915052],[73.03175011458168,19.105250369877254],[73.03125071096778,19.10525037155816],[73.03125071096778,19.105000591322785],[73.03175011458168,19.10500058915052]]]}"
000000000000000001ed,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82624799663303,18.91175214554949],[72.82624799663304,18.912001855642337],[72.82599826007146,18.91200185533472],[72.82599826007146,18.911752145491082],[72.82624799663303,18.91175214554949]]]}"
000000000000000001ee,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82599826007146,18.91200185533472],[72.82599826007146,18.912251565352367],[72.82574852325453,18.91225156438207],[72.82574852325453,18.91200185461364],[72.82599826007146,18.91200185533472]]]}"
000000000000000001ef,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.83425205333822,18.92174943383782],[72.83425205333822,18.92199915887095],[72.8339979073883,18.921999093857398],[72.8339979073883,18.92174936907779],[72.83425205333822,18.92174943383782]]]}"
000000000000000001f0,0.005867073911779068,58.670739117790674,"{""type"":""Polygon"",""coordinates"":[[[72.83550060119623,18.922997948458573],[72.83550060119623,18.923252145975525],[72.83475150931065,18.923252164648016],[72.83475150931065,18.922997967891504],[72.83550060119623,18.922997948458573]]]}"
000000000000000001f1,0.7029345165955785,7029.345165955785,"{""type"":""Polygon"",""coordinates"":[[[72.84124840062212,18.93875198046478],[72.84124840062212,18.938497766190153],[72.84200198011189,18.93849774975676],[72.84200198011189,18.937998349215526],[72.84225170027982,18.93799834894261],[72.84225170027982,18.93824809320607],[72.84250142019147,18.938248092768227],[72.84250142019147,18.937998348255842],[72.84275113984681,18.93799834715524],[72.84275113984681,18.93824809191654],[72.84300085924586,18.938248090651012],[72.84300085924586,18.938497835833715],[72.84325057838859,18.93849783440325],[72.84325057838859,18.939001708828155],[72.8435002071238,18.93900169894201],[72.8435002071238,18.939251357481783],[72.84325057838859,18.9392513671192],[72.84325057838859,18.93975077187929],[72.8435002071238,18.939750762739394],[72.8435002071238,18.940999322729795],[72.84374992575394,18.94099932296479],[72.84374992575394,18.941748479305407],[72.84399964412772,18.941748479873112],[72.8439996441277,18.943001520010377],[72.84424936224511,18.943001521412903],[72.84449908010612,18.943001522401513],[72.84449908010612,18.944000347934075],[72.84474879771072,18.94400034950412],[72.84474879771072,18.945248842704498],[72.84499851505889,18.9452488451047],[72.84499851505889,18.945998013966147],[72.84524823215064,18.945998016698923],[72.84524823215064,18.947250990109804],[72.84549794898592,18.947250993677123],[72.84549794898592,18.948000168167628],[72.84524823215064,18.94800016385381],[72.84524823215064,18.94824983033637],[72.84474879771072,18.948249819969185],[72.84474879771072,18.947750400507445],[72.84449908010612,18.94775039520051],[72.84449908010612,18.947250976923936],[72.84474879771072,18.947250981733205],[72.84474879771072,18.947001316435617],[72.84449908010612,18.947001311875137],[72.84449908010612,18.946252142433757],[72.84424936224511,18.946252138205846],[72.84399964412772,18.94625213356397],[72.8439996441277,18.945498584027458],[72.84374992575394,18.94549857972256],[72.84374992575394,18.945248828964143],[72.84399964412772,18.94524883302016],[72.8439996441277,18.944749419184344],[72.84374992575394,18.944749415626024],[72.84374992575394,18.943500929122916],[72.8435002071238,18.943500926394854],[72.8435002071238,18.942502106220893],[72.84325057838859,18.942502112619824],[72.84325057838859,18.941748485473518],[72.84300085924586,18.941748483664266],[72.84300085924586,18.94124907664508],[72.84200198011189,18.94124906726004],[72.84200198011189,18.941998218891307],[72.8417478422483,18.94199814664669],[72.8417478422483,18.942247893168624],[72.84200198011189,18.942247878005375],[72.84200198011189,18.943251162241243],[72.84225170027982,18.94325116720381],[72.84225170027982,18.943750575490846],[72.84250142019147,18.943750580537227],[72.84250142019147,18.94400032901871],[72.84225170027982,18.944000323723404],[72.84225170027982,18.944499733043116],[72.84250142019147,18.944499738836154],[72.84250142019147,18.945248898683847],[72.84200198011189,18.9452488851905],[72.84200198011189,18.944749475336128],[72.8417478422483,18.944749487962063],[72.8417478422483,18.943750583669626],[72.84149812156332,18.943750577374093],[72.84149812156332,18.94250210553328],[72.84124840062212,18.942502100068214],[72.84124840062212,18.941748478944152],[72.8409986794247,18.941748473816347],[72.8409986794247,18.9404999237072],[72.84074895797106,18.940499919410033],[72.84049923626124,18.940499914698975],[72.84049923626124,18.93975077066253],[72.84024960444762,18.939750774830486],[72.84024960444762,18.938751977963506],[72.84124840062212,18.93875198046478]]]}"
000000000000000001f2,0.013650118414186964,136.50118414186963,"{""type"":""Polygon"",""coordinates"":[[[72.84675094666379,18.95850135784943],[72.8467509466638,18.958751033041825],[72.8465012311155,18.958751020094194],[72.8465012311155,18.95850134515054],[72.84675094666379,18.95850135784943]]]}"
000000000000000001f3,0.09274141521678253,927.4141521678253,"{""type"":""Polygon"",""coordinates"":[[[72.84874857166452,18.968748335038644],[72.84874857166452,18.968998019234075],[72.84824914441646,18.968998066806968],[72.84824914441646,18.96874829543907],[72.84874857166452,18.968748335038644]]]}"
000000000000000001f4,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.84975193052367,18.968998083703028],[72.84975193052368,18.969252240261422],[72.84950221805927,18.969252221831756],[72.84950221805927,18.968998065526506],[72.84975193052367,18.968998083703028]]]}"
000000000000000001f5,0.0261537510172526,261.537510172526,"{""type"":""Polygon"",""coordinates"":[[[72.85174962099627,18.97700214641284],[72.85174962099627,18.97725183922797],[72.8514999105859,18.977251816146907],[72.8514999105859,18.977002123580405],[72.85174962099627,18.97700214641284]]]}"
000000000000000001f6,0.008816276307947495,88.16276307947496,"{""type"":""Polygon"",""coordinates"":[[[72.85224904104649,18.97700210316117],[72.85224904104649,18.97725188414676],[72.8519993311498,18.977251861894597],[72.8519993311498,18.977002168830822],[72.85224904104649,18.97700210316117]]]}"
000000000000000001f7,0.0140884916268143,140.884916268143,"{""type"":""Polygon"",""coordinates"":[[[72.82300176205446,19.0109982779373],[72.82300176205446,19.011248052811204],[72.82275202217484,19.011248035762883],[72.82275202217484,19.010998348809036],[72.82300176205446,19.0109982779373]]]}"
000000000000000001f8,0.057605353100346576,576.0535310034658,"{""type"":""Polygon"",""coordinates"":[[[72.82499940142984,19.018498501635975],[72.82499940142984,19.018748195875922],[72.82474975374986,19.01874827092925],[72.82474975374986,19.018498489264704],[72.82499940142984,19.018498501635975]]]}"
000000000000000001f9,0.03171612946454216,317.1612946454216,"{""type"":""Polygon"",""coordinates"":[[[72.82025046199757,19.018498539885556],[72.82025046199757,19.018748229390724],[72.81975106652278,19.018748267025696],[72.81975106652278,19.018498490346825],[72.82025046199757,19.018498539885556]]]}"
000000000000000001fa,7.005832746917126E-4,7.005832746917126,"{""type"":""Polygon"",""coordinates"":[[[72.83950043701299,19.047999904025616],[72.839500437013,19.048249632431734],[72.83900099077594,19.04824966676114],[72.83900099077594,19.047999938852385],[72.83950043701299,19.047999904025616]]]}"
000000000000000001fb,0.016850853621538948,168.50853621538948,"{""type"":""Polygon"",""coordinates"":[[[72.84049923626124,19.048249637880378],[72.84049923626124,19.04849936744716],[72.84024960444762,19.0484993509794],[72.84024960444762,19.048249621661213],[72.84049923626124,19.048249637880378]]]}"
000000000000000001fc,0.013679658188165402,136.79658188165402,"{""type"":""Polygon"",""coordinates"":[[[72.84200198011189,19.049248510180465],[72.84200198011189,19.05025182242994],[72.8417478422483,19.050251815773787],[72.8417478422483,19.04924850454098],[72.84200198011189,19.049248510180465]]]}"
000000000000000001fd,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.84575208293154,19.05150035450875],[72.84575208293154,19.051750003776817],[72.84549794898592,19.051750001958872],[72.84549794898592,19.051500352943716],[72.84575208293154,19.05150035450875]]]}"
000000000000000001fe,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.84750009176943,19.051500302557155],[72.84750009176943,19.05175004125378],[72.84725037699079,19.05175002462056],[72.84725037699079,19.051500373861554],[72.84750009176943,19.051500302557155]]]}"
000000000000000001ff,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.84700066195556,19.051500357060974],[72.84700066195556,19.051750007571496],[72.8465012311155,19.0517500599146],[72.8465012311155,19.05199971009389],[72.84625151531068,19.051999779237452],[72.84625151531068,19.051500304164104],[72.84700066195556,19.051500357060974]]]}"
00000000000000000200,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.84549794898592,19.051750001958872],[72.84549794898592,19.051999738828282],[72.84524823215064,19.051999718612112],[72.84524823215064,19.051750069679706],[72.84549794898592,19.051750001958872]]]}"
00000000000000000201,0.04461372623817594,446.13726238175934,"{""type"":""Polygon"",""coordinates"":[[[72.85775151820874,19.05699841699483],[72.85775151820874,19.057248081845504],[72.8585006293663,19.05724809443862],[72.85875033257112,19.057248097804504],[72.85875033257112,19.05749785150822],[72.85900003551869,19.05749785470656],[72.85900003551869,19.057751993553808],[72.85875033257112,19.057751990102727],[72.85875033257112,19.05800165644573],[72.85825092590431,19.05800173549358],[72.85825092590431,19.05775198195278],[72.85775151820874,19.057751972139155],[72.85775151820874,19.058001725183153],[72.8575018139752,19.058001719404047],[72.8575018139752,19.057751966608446],[72.8572521094845,19.057751960661815],[72.8572521094845,19.05749782358384],[72.85699798757457,19.057497835439197],[72.85699798757457,19.057248083478644],[72.85674819241882,19.057248068612203],[72.85674819241882,19.056998404759298],[72.85775151820874,19.05699841699483]]]}"
00000000000000000202,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82050020443243,19.059749703080275],[72.82050020443243,19.059999420352273],[72.82025046199759,19.05999935052337],[72.82025046199759,19.05974963350038],[72.82050020443243,19.059749703080275]]]}"
00000000000000000203,0.0635261935454724,635.2619354547239,"{""type"":""Polygon"",""coordinates"":[[[72.82199847336706,19.063250030431103],[72.82199847336706,19.063499751513355],[72.82174873246245,19.063499768373905],[72.82174873246245,19.063250047540567],[72.82199847336706,19.063250030431103]]]}"
00000000000000000204,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.79799955312603,19.139500699010107],[72.79799955312602,19.13975035823728],[72.79774987794138,19.1397504430103],[72.79774987794138,19.139500696340136],[72.79799955312603,19.139500699010107]]]}"
00000000000000000205,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.78799783048198,19.140749225928378],[72.787997830482,19.141498351949576],[72.78774814515172,19.14149833056102],[72.78774814515172,19.14074920528745],[72.78799783048198,19.140749225928378]]]}"
00000000000000000206,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.80174969978803,19.151000743930407],[72.80174969978803,19.150750986041174],[72.80199937090877,19.15075099323952],[72.80199937090877,19.150501322957357],[72.80224913194212,19.1505013381375],[72.80224913194212,19.151000679359896],[72.80199937090877,19.151000751377747],[72.80199937090877,19.151250421980073],[72.80174969978803,19.151250414283815],[72.80174969978803,19.151749843166797],[72.80149993824683,19.15174982590569],[72.80149993824683,19.1512503975208],[72.80125026661845,19.151250388989062],[72.80125026661845,19.15100071913358],[72.80174969978803,19.151000743930407]]]}"
00000000000000000207,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.80100059473631,19.152249235457912],[72.80100059473631,19.15249899356059],[72.8007508324335,19.152498974298616],[72.8007508324335,19.152249304140895],[72.80100059473631,19.152249235457912]]]}"
00000000000000000208,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.8007508324335,19.152498974298616],[72.8007508324335,19.152748644616292],[72.80050116004381,19.152748721033408],[72.80050116004381,19.152498963268787],[72.8007508324335,19.152498974298616]]]}"
00000000000000000209,0.00700131856880936,70.0131856880936,"{""type"":""Polygon"",""coordinates"":[[[72.78225004435293,19.15724792552861],[72.78225004435293,19.1575020526497],[72.78175057162596,19.157502037302713],[72.78175057162596,19.15724791068905],[72.78225004435293,19.15724792552861]]]}"
0000000000000000020a,0.003463642620011872,34.63642620011872,"{""type"":""Polygon"",""coordinates"":[[[72.82825011730186,19.165501712667787],[72.82825011730186,19.166001124869023],[72.82800038278792,19.16600113776621],[72.82800038278792,19.1655017260621],[72.82825011730186,19.165501712667787]]]}"
0000000000000000020b,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82325150167893,19.166001107162824],[72.82325150167893,19.166250808526136],[72.82275202217484,19.166250816667354],[72.82275202217484,19.166001115801343],[72.82325150167893,19.166001107162824]]]}"
0000000000000000020c,0.005711307510675168,57.11307510675168,"{""type"":""Polygon"",""coordinates"":[[[72.82775073817551,19.16600115888502],[72.82775073817551,19.166250864727342],[72.82750100315076,19.16625087653985],[72.82750100315076,19.166001170946103],[72.82775073817551,19.16600115888502]]]}"
0000000000000000020d,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82275202217484,19.166250816667354],[72.82275202217484,19.166500517692523],[72.82249786425197,19.166500535916636],[72.82249786425197,19.166250835144524],[72.82275202217484,19.166250816667354]]]}"
0000000000000000020e,0.01879198455810547,187.9198455810547,"{""type"":""Polygon"",""coordinates"":[[[72.82400062886268,19.16675027693919],[72.82400062886268,19.166500574511726],[72.82599826007146,19.1665005789619],[72.82599826007146,19.166750283378054],[72.82624799663303,19.16675027457869],[72.82624799663304,19.16650056991395],[72.82675188670132,19.166500535408137],[72.82675188670132,19.166250830400955],[72.82725126787057,19.166250800225974],[72.82750100315076,19.16625087653985],[72.82750100315076,19.166999994275866],[72.82725126787057,19.167000004924528],[72.82725126787057,19.16675029910198],[72.82675188670132,19.166750240574444],[72.82675188670132,19.16724965138439],[72.82624799663303,19.167249684385496],[72.82624799663304,19.16699997940254],[72.82574852325453,19.16699999608593],[72.82574852325453,19.167499405216528],[72.8254988763401,19.167499421075412],[72.8254988763401,19.167000012441832],[72.82524913901263,19.166999932030578],[72.82425027730805,19.166999965677512],[72.82425027730805,19.167249668671715],[72.82400062886268,19.16724968227143],[72.82400062886268,19.16699997952576],[72.82375089000375,19.166999984313726],[72.82325150167893,19.16700000127791],[72.82325150167893,19.166750299437147],[72.82400062886268,19.16675027693919]]]}"
0000000000000000020f,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82524913901263,19.16724963601916],[72.82524913901263,19.16749942787467],[72.82474975374986,19.167499361153105],[72.82474975374986,19.16724965750257],[72.82524913901263,19.16724963601916]]]}"
00000000000000000210,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82524913901263,19.170999775778466],[72.82524913901263,19.171249482313574],[72.82499940142984,19.171249484961084],[72.82499940142984,19.170999778674584],[72.82524913901263,19.170999775778466]]]}"
00000000000000000211,0.028039199434168195,280.39199434168194,"{""type"":""Polygon"",""coordinates"":[[[72.82949869588273,19.17499956510155],[72.82949869588273,19.175249278409154],[72.82924896264622,19.17524928419193],[72.82924896264622,19.174999571132876],[72.82949869588273,19.17499956510155]]]}"
00000000000000000212,0.019306771021824255,193.06771021824255,"{""type"":""Polygon"",""coordinates"":[[[72.8299980714329,19.17599839931211],[72.8299980714329,19.176248113751065],[72.8302478039028,19.176248107707703],[72.8302478039028,19.17725144134319],[72.83050195376047,19.177251420802154],[72.83075168571466,19.17725141491333],[72.83075168571466,19.17750113089771],[72.8302478039028,19.177501156826157],[72.8302478039028,19.177750872467612],[72.8299980714329,19.1777508770154],[72.8299980714329,19.177501161622455],[72.82974833870742,19.17750116600045],[72.82974833870742,19.177251451014524],[72.8299980714329,19.177251446388006],[72.8299980714329,19.177001731312057],[72.82974833870742,19.17700173618711],[72.82974833870742,19.176497833725108],[72.82949869588273,19.176497847326132],[72.82949869588273,19.175998419283594],[72.8299980714329,19.17599839931211]]]}"
00000000000000000213,0.019562699593936698,195.62699593936696,"{""type"":""Polygon"",""coordinates"":[[[72.78724868356038,19.193250662839528],[72.78724868356038,19.193500433309737],[72.78699899747113,19.19350044647746],[72.78699899747113,19.19325067625638],[72.78724868356038,19.193250662839528]]]}"
00000000000000000214,0.009394486999511719,93.94486999511719,"{""type"":""Polygon"",""coordinates"":[[[72.79174794926182,19.193750113619817],[72.79174794926182,19.193999801192287],[72.79149817756257,19.193999812733157],[72.79149817756256,19.193750125409753],[72.79174794926182,19.193750113619817]]]}"
00000000000000000215,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.79300095176703,19.195248407105975],[72.79300095176701,19.19549809687329],[72.79275118133907,19.195498109020857],[72.79275118133907,19.195248331799935],[72.79300095176703,19.195248407105975]]]}"
00000000000000000216,0.02431413380342371,243.14133803423712,"{""type"":""Polygon"",""coordinates"":[[[72.79174794926182,19.20075089714764],[72.79174794926182,19.201000589132953],[72.79149817756256,19.201000593690484],[72.79149817756256,19.20075090195424],[72.79174794926182,19.20075089714764]]]}"
00000000000000000217,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.78324889660031,19.20574958393968],[72.78324889660031,19.205999270592123],[72.78299920646093,19.205999264584705],[72.78299920646093,19.20574957818136],[72.78324889660031,19.20574958393968]]]}"
00000000000000000218,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.79449920833453,19.205999276125997],[72.79449920833453,19.206248974155237],[72.79424943942722,19.20624897809357],[72.79424943942722,19.20599928031335],[72.79449920833453,19.205999276125997]]]}"
00000000000000000219,0.004089061719109031,40.89061719109031,"{""type"":""Polygon"",""coordinates"":[[[72.79474888681916,19.206248961123915],[72.79474888681916,19.206498659558942],[72.79449920833453,19.20649867234135],[72.79449920833453,19.206248974155237],[72.79474888681916,19.206248961123915]]]}"
0000000000000000021a,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.80324790303737,19.215002143685815],[72.80324790303737,19.21525185608154],[72.80299823318593,19.21525187439747],[72.80299823318593,19.21500216225051],[72.80324790303737,19.215002143685815]]]}"
0000000000000000021b,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.80000172433611,19.222248235922663],[72.80000172433611,19.222497949614645],[72.79975196101795,19.222497946587165],[72.79975196101795,19.222248233144082],[72.80000172433611,19.222248235922663]]]}"
0000000000000000021c,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.79899843166395,19.222497965690575],[72.79899843166395,19.222752151794452],[72.79874866732617,19.22275214682927],[72.79874866732617,19.22249796097877],[72.79899843166395,19.222497965690575]]]}"
0000000000000000021d,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.79874866732617,19.22275214682927],[72.79874866732617,19.223001771876255],[72.79849899290235,19.22300177492113],[72.79849899290235,19.222752150122886],[72.79874866732617,19.22275214682927]]]}"
0000000000000000021e,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.79799955312602,19.22325148324244],[72.79799955312602,19.223501195565447],[72.79774987794138,19.22350119685543],[72.79774987794138,19.223251572491836],[72.79799955312602,19.22325148324244]]]}"
0000000000000000021f,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.81150174252576,19.233748257822704],[72.81150174252576,19.233997990136537],[72.81125199091146,19.233997994960998],[72.81125199091146,19.23374826289587],[72.81150174252576,19.233748257822704]]]}"
00000000000000000220,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.82400062886268,19.237748031163598],[72.82400062886268,19.238251911951515],[72.82325150167893,19.238251984108842],[72.82325150167893,19.237748104824856],[72.82400062886268,19.237748031163598]]]}"
00000000000000000221,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.81699982006033,19.24575211655975],[72.81699982006033,19.2460018617938],[72.81675007405245,19.24600186390228],[72.81675007405245,19.245752118916823],[72.81699982006033,19.24575211655975]]]}"
