system:index,gain_ha,gain_m2,.geo
0000000000000000001e,0.002399615732828776,23.996157328287758,"{""type"":""Polygon"",""coordinates"":[[[73.09700014621278,18.84249783361391],[73.09700014621278,18.842751973927985],[73.09625098139098,18.842751952140333],[73.09625098139098,18.842497812575093],[73.09700014621278,18.84249783361391]]]}"
0000000000000000001f,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.13000194357058,18.850501884484487],[73.13000194357058,18.851001293404643],[73.12974775614647,18.851001324805495],[73.12974775614647,18.850501916383497],[73.13000194357058,18.850501884484487]]]}"
00000000000000000020,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.03274891859957,18.876248712683964],[73.03274891859957,18.876498427368514],[73.03249921799639,18.876498435953742],[73.03249921799639,18.876248721515317],[73.03274891859957,18.876248712683964]]]}"
00000000000000000021,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00649826676234,18.888248201717296],[73.00649826676234,18.888497898931284],[73.00624853811412,18.88849785233722],[73.00624853811412,18.888248155369787],[73.00649826676234,18.888248201717296]]]}"
00000000000000000022,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0277502615671,18.890250291674686],[73.0277502615671,18.890500011255945],[73.02725084938798,18.890499983904046],[73.02725084938798,18.890250352528213],[73.0277502615671,18.890250291674686]]]}"
00000000000000000023,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00700213764418,18.889750929734387],[73.00700213764418,18.891498912460094],[73.00725177540018,18.891498864632428],[73.00725177540018,18.89199826527542],[73.00700213764418,18.89199831261035],[73.00700213764418,18.89174861244785],[73.006747905055,18.891748580307823],[73.00649826676234,18.891748539350683],[73.00649826676234,18.889750948322405],[73.00700213764418,18.889750929734387]]]}"
00000000000000000024,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0685020688275,18.890749760584875],[73.0685020688275,18.890999432917695],[73.06875173070526,18.890999466900084],[73.0690014823789,18.890999421141426],[73.0690014823789,18.891498855040712],[73.0685020688275,18.89149886583477],[73.0685020688275,18.891249193152674],[73.06824781332642,18.89124916878988],[73.06824781332642,18.890999408804998],[73.06799815090456,18.89099946171813],[73.06799815090456,18.890749702153517],[73.0685020688275,18.890749760584875]]]}"
00000000000000000025,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0712488750402,18.891249158737683],[73.0712488750402,18.891498834120256],[73.07099912579494,18.89149888309977],[73.07099912579494,18.89124912023428],[73.0712488750402,18.891249158737683]]]}"
00000000000000000026,0.0012548265584309895,12.548265584309895,"{""type"":""Polygon"",""coordinates"":[[[73.00199896620016,18.89124911733738],[73.00199896620016,18.89149889991573],[73.00174932285269,18.891498851363007],[73.00174932285269,18.891249156735714],[73.00199896620016,18.89124911733738]]]}"
00000000000000000027,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00700213764418,18.89199831261035],[73.00700213764418,18.89250218649456],[73.00649826676234,18.89250219960266],[73.00649826676234,18.891998326722042],[73.00700213764418,18.89199831261035]]]}"
