lake,year,water_area_ha
ALL,2022.0,0.0750876243591308
ALL,2023.0,0.0750876243591308
ALL,2024.0,0.0750876243591308
ALL,2025.0,0.0750876243591308
ALL,2026.0,0.0750876243591308
