lake,water_2022,water_2026,net_change,pct_change,slope_per_year,direction,gain,gain_unit,loss,loss_unit,worst_by_net_loss
ALL,0.0750876243591308,0.0750876243591308,0.0,0.0,0.0,stable,0.0,ha,-0.0,ha,True
