lake,water_2022,water_2026,net_change,pct_change,slope_per_year,direction,gain,gain_unit,loss,loss_unit,worst_by_net_loss
ALL,2207.4914094729406,2136.8367408524546,-70.65466862048606,-3.200676945662748,-17.663667155121516,decreasing,20.520162189319088,ha,70.65466862048606,ha,True
